Sample	SBS1	SBS34	SBS3	SBS21	SBS18	SBS26	SBS40	SBS9	SBS37	SBS30	SBS13	SBS17a	SBS17b	SBS8	SBS41	SBS44	SBS5	SBS39	SBS2
SP117956	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1703	0	0
SP117975	458	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	1824	0	131
SP2149	480	0	7560	0	751	0	0	0	0	0	297	0	0	0	0	0	1770	0	162
SP117113	369	0	0	0	493	0	0	0	0	0	0	0	0	0	0	0	1159	0	95
SP117245	376	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	1698	0	298
SP117402	326	0	0	0	0	0	0	0	0	0	958	0	0	0	0	0	1889	0	794
SP117136	247	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	1047	0	0
SP117378	201	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	1582	0	42
SP116947	376	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	2112	0	120
SP117369	178	0	0	0	0	0	0	0	0	0	24095	0	0	0	0	0	759	0	30622
SP117244	176	0	0	0	0	0	0	0	0	0	517	0	0	0	0	0	971	0	636
SP117162	518	0	965	0	258	0	0	0	0	0	80	0	0	0	0	0	1035	0	142
SP117079	199	0	0	0	0	0	0	0	0	0	701	0	0	0	0	0	1144	0	1125
SP117344	312	0	3015	0	0	0	0	0	0	0	58	0	0	0	334	0	802	0	134
SP118074	963	0	0	0	1250	0	0	0	0	0	374	0	0	0	710	0	3358	0	224
SP117598	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1764	0	0
SP117312	357	0	0	0	0	0	0	0	0	0	412	0	0	0	0	0	1274	0	197
SP118038	240	0	0	0	0	0	0	0	0	0	2977	0	0	0	0	0	3347	0	2678
SP117552	233	0	0	0	201	0	0	0	0	0	14	0	0	0	0	0	760	0	47
SP118073	378	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	1187	0	0
SP117933	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1036	0	0
SP118012	261	0	0	0	207	0	0	0	0	0	13	0	0	0	0	0	1120	0	111
SP117108	323	0	0	0	581	0	0	0	0	0	0	0	0	0	0	0	1038	0	0
SP117812	262	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	1188	0	0
SP117354	400	0	0	0	723	0	0	0	0	0	88	0	0	0	0	0	1958	0	120
SP117370	329	0	0	0	313	0	0	0	0	0	29	0	0	0	0	0	999	0	115
SP116991	342	0	0	0	328	0	0	0	0	0	84	0	0	0	0	0	1499	0	293
SP117629	284	0	3613	0	0	0	0	0	0	0	430	0	0	0	0	0	1196	0	268
SP124199	464	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	2009	0	358
SP124195	461	0	0	0	241	0	0	0	0	0	46	0	0	0	0	0	1196	0	111
SP117850	329	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	1192	0	327
SP117127	260	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	914	0	0
SP117614	398	0	3551	0	0	0	0	0	0	0	158	0	0	0	0	0	1232	0	110
SP116948	368	0	0	0	378	0	0	0	0	0	56	0	0	0	0	0	2092	0	213
SP117409	284	0	4056	0	793	0	0	0	0	0	338	0	0	0	0	0	1836	0	292
SP117593	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1413	0	0
SP117372	264	0	0	0	0	0	0	0	0	0	6148	0	0	0	0	0	1435	0	4869
SP118077	402	0	0	0	0	0	0	0	0	0	70	0	0	0	227	0	1560	0	146
SP117840	273	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	1573	0	90
SP117363	316	0	0	0	1287	0	0	0	0	0	92	0	0	0	0	0	2492	0	176
SP117887	428	0	5688	0	0	0	0	0	0	0	195	0	0	0	0	0	998	0	307
SP116946	394	0	0	0	449	0	0	0	0	0	48	0	0	0	0	0	1967	0	93
SP117901	234	0	0	0	0	0	0	0	0	0	1264	0	0	0	0	0	4177	0	1001
SP117454	383	0	497	0	0	0	0	0	0	0	49	0	0	0	0	0	753	0	60
SP124197	278	0	8871	0	0	0	0	0	0	0	7286	0	0	0	0	0	350	0	6452
SP117919	367	0	5710	0	0	0	0	0	0	0	723	0	0	0	0	0	1655	0	548
SP117250	245	0	0	0	0	0	0	0	0	0	3036	0	0	0	0	0	1514	0	3681
SP117983	284	0	0	0	540	0	0	0	0	0	509	0	0	0	0	0	1729	0	485
SP117676	213	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	1418	0	196
SP117011	239	0	0	0	0	0	0	0	0	0	12879	0	0	0	0	0	1432	0	21565
SP117057	212	0	0	0	449	0	0	0	0	0	291	0	0	0	0	0	1486	0	560
SP117126	446	0	0	0	227	0	0	0	0	0	52	0	0	0	0	0	1493	0	92
SP117728	278	0	0	0	269	0	0	0	0	0	16	0	0	0	0	0	1373	0	57
SP117618	213	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	947	0	0
SP117257	230	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	954	0	229
SP116963	317	0	0	0	164	0	0	0	0	0	23	0	0	0	0	0	1049	0	68
SP117078	414	0	0	0	1088	0	0	0	0	0	260	0	0	0	0	0	3683	0	458
SP117944	179	0	0	0	1094	0	0	0	0	0	1340	0	0	0	0	0	4815	0	750
SP117639	728	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	3508	0	1234
SP117834	416	0	0	0	830	0	0	0	0	0	193	0	0	0	0	0	3671	0	124
SP117105	523	0	0	0	387	0	0	0	0	0	325	0	0	0	0	0	2093	0	322
SP117785	318	0	0	0	0	0	0	0	0	0	1080	0	0	0	0	0	2687	0	354
SP117882	262	0	0	0	289	0	0	0	0	0	244	0	0	0	0	0	1007	0	244
SP117778	320	0	0	0	262	0	0	0	0	0	29	0	0	0	0	0	2158	0	76
SP117032	299	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	1877	0	38
SP117710	262	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	1830	0	494
SP117538	342	0	6859	0	0	0	0	0	0	0	674	0	0	0	0	0	1390	0	539
SP124207	340	0	2690	0	1361	0	0	0	0	0	153	0	0	0	744	0	3052	0	306
SP117800	500	0	0	0	658	0	0	0	0	0	308	0	0	0	0	0	2418	0	283
SP117724	508	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	2074	0	105
SP124193	266	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	1374	0	770
SP2293	517	0	0	0	0	0	0	0	0	0	31726	0	0	0	0	0	414	0	32408
SP2357	375	0	7221	0	0	0	0	0	0	0	205	0	0	0	0	0	1789	0	771
SP2144	260	0	3992	0	0	0	0	0	0	0	685	0	0	0	0	0	840	0	338
SP2145	238	0	0	0	0	0	4190	0	0	0	381	0	0	0	0	0	764	0	336
SP2147	373	0	6709	0	1279	0	0	0	0	0	531	0	0	0	0	0	2634	0	474
SP2146	260	0	3303	0	0	0	0	0	0	0	465	0	0	0	0	0	759	0	335
SP2148	242	0	2954	0	0	0	0	0	0	0	1646	0	0	0	0	0	784	0	1162
SP2150	436	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	2642	0	144
SP2152	323	0	0	0	541	0	0	0	0	0	106	0	0	0	0	0	936	0	126
SP2349	604	0	0	0	1002	0	0	0	0	0	637	0	0	0	0	0	2924	0	771
SP2155	234	0	6125	0	0	0	0	0	0	0	828	0	0	0	0	0	1251	0	536
SP2154	446	0	6870	0	0	0	0	1046	0	0	310	0	0	0	0	0	1362	0	294
SP2158	694	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0	3957	0	718
SP2156	354	0	1556	0	0	0	0	0	0	0	553	0	0	0	0	0	2062	0	391
SP2159	322	0	0	0	0	0	0	0	0	0	2592	0	0	0	0	0	1603	0	2657
SP2153	1004	0	4457	0	0	0	0	0	0	0	1457	0	0	0	0	0	3357	0	886
SP2160	193	0	0	0	323	0	0	0	0	0	130	0	0	0	0	0	1702	0	145
SP2151	146	0	0	0	0	0	0	0	0	0	427	0	0	0	0	0	1280	0	255
SP116341	271	0	5792	0	0	0	0	0	0	0	1230	0	0	0	0	0	1955	0	599
SP116331	425	0	0	0	1438	0	0	0	0	0	134	0	0	0	577	0	2514	0	102
SP116351	441	0	0	0	723	0	0	0	0	0	79	0	0	0	0	0	1891	0	132
SP116371	246	0	1641	0	415	0	0	0	0	0	368	0	0	0	0	0	1428	0	482
SP116361	135	0	0	0	0	0	0	0	0	0	4643	0	0	0	0	0	3247	0	2519
SP116343	700	0	2354	0	662	0	0	0	0	0	324	0	0	0	0	0	2326	0	281
SP116333	373	0	2101	0	0	0	0	0	0	0	264	0	0	0	0	0	1716	0	169
SP116373	413	0	7162	0	0	0	0	0	0	0	521	0	0	0	0	0	765	0	176
SP116363	286	0	4245	0	467	0	0	0	0	0	332	0	0	0	0	0	922	0	190
SP116353	976	0	2477	0	1596	0	0	0	0	0	275	0	0	0	0	0	4197	0	425
SP116345	361	0	0	0	421	0	0	0	0	0	45	0	0	0	329	0	1635	0	108
SP116365	288	0	3668	0	0	0	0	0	0	0	1024	0	0	0	0	0	983	0	416
SP116375	1107	0	0	0	1692	0	0	0	0	0	0	0	0	0	0	0	5072	0	0
SP116335	365	0	2674	0	719	0	0	0	0	0	0	183	370	0	611	0	1808	0	0
SP116355	353	0	6257	0	982	0	0	0	0	0	996	0	0	0	0	0	1086	0	374
SP116347	534	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	1636	0	0
SP116367	725	0	4656	0	793	0	0	0	0	0	168	0	0	0	560	0	1361	0	171
SP116339	340	0	1085	0	977	0	0	0	0	0	119	0	0	0	0	0	1321	0	88
SP116349	356	0	0	0	277	0	0	0	0	0	27	0	0	0	0	0	2143	0	80
SP116357	283	0	5222	0	0	0	0	0	0	0	578	0	0	0	0	0	1052	0	241
SP116359	395	0	5065	0	0	0	0	0	0	0	1385	0	0	0	0	0	1647	0	735
SP116369	448	0	8082	0	0	0	0	0	0	0	764	0	0	0	0	0	1849	0	416
SP116377	698	0	3217	0	1173	0	0	0	0	0	642	0	0	0	0	0	2716	0	367
SP116379	622	0	0	0	1463	0	0	0	0	0	0	0	0	0	0	0	3012	0	0
SP7692	1126	0	0	0	0	0	0	0	0	0	6675	0	0	0	0	0	5221	0	8956
SP5052	635	0	16327	0	0	0	0	0	0	0	390	0	0	0	0	0	1005	0	446
SP7785	469	0	5908	0	0	0	0	0	0	0	557	0	0	0	0	0	2138	0	401
SP3415	349	0	5084	0	0	0	0	0	0	0	1880	0	0	0	0	0	982	0	614
SP2799	277	0	0	0	400	0	0	0	0	0	10	0	0	0	0	0	1670	0	88
SP9979	287	0	0	0	170	0	0	0	0	0	35	0	0	0	0	0	1172	0	71
SP5393	602	0	1551	0	0	0	0	0	0	0	173	0	0	0	0	0	1704	0	193
SP11292	233	0	3232	0	0	0	0	0	0	0	721	0	0	0	0	0	920	0	335
SP13036	770	0	0	0	0	0	0	8000	0	0	1434	2249	4811	0	0	0	5391	0	3075
SP7421	611	0	7000	0	0	0	0	0	0	0	1229	0	0	0	0	0	3826	0	703
SP4875	239	0	5894	0	827	0	0	608	0	0	0	0	0	0	0	0	638	0	0
SP8795	626	0	1716	0	552	0	0	0	0	0	439	0	0	0	0	0	2366	0	191
SP4820	341	0	5071	0	0	0	0	0	0	0	0	0	0	0	0	0	2154	0	0
SP4593	339	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	1626	0	166
SP8085	382	0	0	0	1090	0	0	0	0	0	443	0	0	0	0	0	1944	0	333
SP11235	358	0	1085	0	793	0	0	0	0	0	193	0	0	0	0	0	1646	0	178
SP6730	694	0	0	0	700	0	0	0	0	0	115	0	0	0	427	0	2377	0	228
SP10635	298	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	1617	0	81
SP5381	228	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	810	0	0
SP10084	554	0	0	0	0	0	0	0	0	0	389	0	0	3777	701	0	3392	0	271
SP9251	363	0	3187	0	0	0	0	0	0	0	330	0	0	0	0	0	1238	0	223
SP3016	470	0	4838	0	0	0	0	0	0	0	673	0	0	0	0	0	2256	0	335
SP11045	186	0	0	0	0	0	0	0	0	0	1235	0	0	0	0	0	1248	0	1303
SP2826	350	0	1338	0	0	0	0	0	0	0	186	0	0	0	0	0	1180	0	146
SP11171	387	0	4613	0	0	0	0	0	0	0	76	0	0	0	0	0	803	0	110
SP5784	394	0	0	0	0	0	0	0	0	0	533	666	1183	0	0	0	6143	0	386
SP8564	698	0	0	0	901	0	0	0	0	0	259	0	0	0	0	0	3212	0	380
SP5844	1171	0	0	0	399	0	0	0	0	0	151	0	0	0	0	0	2652	0	116
SP6519	384	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	1811	0	62
SP6766	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1722	0	0
SP5448	568	0	0	0	0	0	0	0	0	0	1380	0	0	0	0	0	3838	0	1032
SP12049	706	0	12505	0	0	0	0	0	0	0	386	0	0	0	1010	0	1417	0	429
SP2714	447	0	7280	0	0	0	0	0	0	0	2273	0	0	0	0	0	1397	0	877
SP2801	413	0	0	0	872	0	0	0	0	0	86	0	0	0	0	0	2615	0	285
SP8891	266	0	0	0	0	0	0	0	0	0	973	0	0	2276	0	0	3368	0	1183
SP9481	402	0	834	0	0	0	0	0	0	0	0	0	0	0	0	0	818	0	0
SP5808	587	0	8321	0	0	0	0	0	0	0	389	0	0	0	0	0	1961	0	536
SP6429	425	0	5436	0	0	0	0	0	830	0	389	0	0	0	0	0	1532	0	173
SP5017	454	0	0	0	507	0	0	0	0	0	75	0	0	0	423	0	2051	0	90
SP8229	546	0	0	0	507	0	0	0	0	0	223	0	0	0	0	0	2154	0	155
SP8157	417	0	1784	0	0	0	0	0	0	0	416	0	0	0	0	0	1069	0	161
SP5279	730	0	0	0	1159	0	0	0	0	0	1014	0	0	0	0	0	4013	0	1477
SP8660	386	0	5888	0	0	0	0	0	0	0	534	0	0	0	0	0	1623	0	259
SP11878	822	0	3559	0	0	0	0	0	0	0	1829	0	0	0	0	0	2789	0	917
SP9433	580	0	0	0	0	0	0	0	0	0	7266	0	0	0	0	0	1938	0	4489
SP2881	457	0	4787	0	1201	0	0	0	0	0	206	0	0	0	0	0	2387	0	274
SP7378	307	0	0	0	1017	0	0	0	0	0	192	0	0	0	0	0	1449	0	157
SP9816	327	0	4696	0	0	0	0	0	0	0	632	0	0	0	0	0	1407	0	326
SP4265	388	0	2633	0	465	0	0	0	0	0	219	0	0	0	0	0	587	0	147
SP2793	359	0	8988	0	1826	0	0	0	0	0	560	0	0	0	0	0	2793	0	243
SP6825	1237	0	0	0	2007	0	0	0	0	0	2634	0	0	0	0	0	6271	0	2875
SP4523	354	0	1247	0	507	0	0	0	0	0	193	0	0	0	0	0	1413	0	176
SP9930	270	0	6289	0	0	0	0	0	0	0	5029	0	0	0	0	0	990	0	3226
SP5820	813	0	0	0	578	0	0	0	0	0	294	0	0	0	0	0	2496	0	339
SP10470	383	0	8280	0	0	0	0	0	0	0	702	0	0	0	0	0	1507	0	247
SP9648	482	0	7153	0	908	0	0	0	0	0	0	0	0	0	0	0	3287	0	0
SP4535	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1578	0	0
SP11808	695	0	1126	0	473	0	0	0	0	0	101	0	0	0	0	0	1075	0	176
SP96163	351	0	5343	0	0	0	0	0	0	0	1675	0	0	0	0	0	1864	0	844
SP11948	446	0	6196	0	0	0	0	0	0	0	510	0	0	0	0	0	963	0	331
SP4557	320	0	0	0	1683	0	0	0	0	0	208	0	0	0	0	0	2127	0	233
SP96147	435	0	743	0	466	0	0	0	0	0	57	0	0	0	0	0	1639	0	105
SP10150	604	0	0	0	0	0	0	0	0	0	2786	0	0	0	0	0	2284	0	2170
SP4472	250	0	3385	0	727	0	0	0	0	0	572	0	0	0	0	0	1620	0	303
SP6813	483	0	0	0	0	0	0	0	0	0	3316	0	0	0	0	0	3919	0	4228
SP96511	549	0	9848	0	0	0	0	0	0	0	1488	0	0	0	0	0	2232	0	644
SP5636	375	0	1002	0	565	0	0	0	0	0	100	0	0	0	0	0	1024	0	109
SP5559	433	0	0	0	0	0	0	0	0	0	7959	0	0	0	0	0	7786	0	5342
SP3631	424	0	0	0	0	0	0	0	0	0	17170	0	0	0	0	0	1629	0	12411
SP5473	549	0	2050	0	0	0	0	0	0	0	624	0	0	0	0	0	2704	0	316
SP8394	657	0	0	0	0	0	0	0	0	0	413	0	0	0	0	0	2643	0	739
SP6115	286	0	898	0	0	0	0	0	0	0	139	0	0	0	0	0	932	0	87
SP7291	339	0	0	0	677	0	0	0	0	0	46	0	0	0	0	0	1655	0	83
SP2997	346	0	0	0	0	0	0	0	0	0	155	120	317	0	0	0	2629	0	87
SP8831	470	0	11494	0	0	0	0	1839	0	0	1684	0	0	0	0	0	1688	0	934
SP2731	256	0	0	0	415	0	0	0	0	0	301	0	0	0	0	0	1390	0	429
SP6223	451	0	5774	0	0	0	0	0	0	0	475	0	0	0	0	0	1291	0	360
SP7171	338	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	2855	0	470
SP10563	583	0	0	0	0	0	0	0	0	0	484	0	0	0	0	0	2562	0	1375
SP8987	479	0	7176	0	0	0	0	0	0	0	1128	0	0	0	0	0	1439	0	676
SP5980	435	0	7271	0	0	0	0	0	0	0	811	0	0	0	0	0	1436	0	333
SP12186	709	0	0	0	0	0	0	0	0	0	3141	0	0	0	0	0	2871	0	2872
SP10944	1029	0	0	0	0	0	0	0	0	0	2877	0	0	0	0	0	6372	0	3331
SP2766	327	0	4767	0	624	0	0	0	0	0	311	0	0	0	0	0	1655	0	125
SP6673	244	0	0	0	0	0	0	0	0	0	4739	0	0	0	0	0	14367	0	3672
SP117698	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1837	0	0
SP124201	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1581	0	0
SP2143	267	0	0	0	0	0	1395	0	0	0	0	0	0	0	0	0	471	0	0
SP124191	257	0	639	0	0	0	0	0	0	0	19	0	0	0	0	0	1112	0	87
SP117247	394	0	0	0	284	0	0	0	0	0	105	0	0	0	0	0	2035	0	85
SP117362	347	0	0	0	437	0	0	0	0	0	53	0	0	0	0	0	1314	0	289
SP117470	467	0	7558	0	0	0	0	0	0	0	458	0	0	0	0	0	1327	0	450
SP117586	188	0	0	0	214	0	0	0	0	0	40	0	0	0	0	0	904	0	132
SP117709	233	0	0	0	180	0	0	0	0	0	35	0	0	0	0	0	1209	0	146
SP2157	233	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	1191	0	153
SP3368	395	0	961	0	465	0	0	0	0	0	0	0	0	0	0	0	1182	0	0
SP5666	449	0	0	0	0	0	0	0	0	0	1454	0	0	0	0	0	2155	0	1016
SP2781	669	0	0	0	326	0	0	0	0	0	82	0	0	0	0	0	1867	0	357
SP8532	337	0	0	0	0	0	0	0	0	0	9079	0	0	0	0	0	2036	0	4836
SP12856	509	0	0	0	0	0	0	0	0	0	19049	0	0	0	0	0	1735	0	22636
SP7456	339	0	0	0	714	0	0	0	0	0	28	0	0	0	0	0	1466	0	90
PD10010a	251	78	796	0	190	0	0	0	0	0	139	0	0	0	0	0	851	0	98
PD10011a	378	0	0	0	0	0	0	0	0	0	0	215	313	0	1450	0	3747	2046	0
PD10014a	219	0	0	0	1790	0	0	0	0	0	0	0	0	0	1179	0	5377	3351	0
PD11326a	392	0	6907	0	0	0	0	0	0	0	726	0	0	0	0	0	1098	0	363
PD11327a	111	0	0	0	2298	0	0	0	0	0	320	0	0	0	1333	0	4012	4306	188
PD11336a	661	0	1337	0	880	0	0	0	0	424	115	62	235	0	495	0	831	0	472
PD11337a	335	136	0	0	562	0	0	0	0	0	274	0	0	0	0	0	1514	0	224
PD11338a	356	0	0	0	296	0	0	0	0	142	0	0	0	0	0	0	1492	0	0
PD11339a	509	109	0	0	263	0	0	0	0	175	0	0	0	0	0	0	1451	0	0
PD11340a	461	0	1218	0	794	0	0	0	0	456	211	0	0	0	514	0	1008	0	336
PD11341a	218	87	0	0	182	0	0	0	0	0	103	0	0	0	0	0	864	0	184
PD11342a	334	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0	1902	0	659
PD11343a	388	0	1061	0	320	0	0	0	0	0	87	0	0	0	0	0	919	0	139
PD11344a	220	0	0	0	0	0	0	0	0	0	5564	0	0	0	0	0	792	0	4432
PD11345a	456	0	0	0	0	0	0	0	0	0	2573	0	0	0	0	0	3832	0	3432
PD11346a	241	98	0	0	222	0	0	0	0	0	241	0	0	0	0	0	1139	0	330
PD11347a	245	71	0	0	0	0	0	0	0	0	163	0	0	0	0	0	1245	0	295
PD11348a	835	0	1298	0	887	0	0	0	0	0	103	0	0	0	0	0	1670	0	173
PD11349a	611	0	3048	0	0	0	0	0	0	0	801	0	0	0	0	0	1965	0	942
PD11352a	399	0	729	0	0	0	0	0	0	0	0	0	0	0	0	0	1089	0	347
PD11355a	212	0	0	0	535	0	0	0	0	0	0	0	0	0	0	0	1083	0	0
PD11357a	584	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	2407	0	0
PD11358a	415	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	2519	0	1123
PD11359a	395	0	655	0	261	0	0	0	0	0	51	0	0	0	0	0	1146	0	130
PD11360a	484	142	0	0	463	0	0	0	0	0	47	0	0	0	0	0	1867	0	91
PD11361a	336	0	0	0	248	0	0	0	0	0	26	0	0	0	0	0	1020	0	73
PD11364a	348	0	0	0	266	0	0	0	0	0	103	0	0	0	0	0	1539	0	67
PD11365a	520	1035	0	0	0	6375	0	0	0	0	0	0	250	0	0	0	5422	0	0
PD11366a	350	117	0	0	393	0	0	0	0	0	24	0	0	0	0	0	1949	0	138
PD11367a	686	0	5116	0	0	0	0	0	0	0	179	0	0	0	0	0	1818	0	194
PD11368a	668	0	0	0	958	0	0	0	0	0	652	0	0	0	0	0	3123	0	1385
PD11369a	868	0	1377	0	642	0	0	0	0	0	503	0	0	0	0	0	1971	0	727
PD11370a	174	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	766	0	0
PD11372a	395	0	0	0	0	0	0	0	0	0	6856	0	0	0	0	0	1988	0	4512
PD11374a	329	109	667	0	166	0	0	0	0	218	0	0	0	0	0	0	874	0	0
PD11375a	367	106	0	0	336	0	0	0	0	0	0	0	0	0	0	0	1106	0	0
PD11376a	509	141	0	0	523	0	0	0	0	0	43	0	0	0	0	0	1790	0	136
PD11377a	305	0	0	0	0	0	0	0	0	0	619	0	0	0	0	0	1687	0	1214
PD11379a	309	0	0	0	0	0	0	0	0	0	8753	0	0	0	0	0	3553	0	6604
PD11380a	363	0	0	0	313	0	0	0	0	224	56	0	0	0	234	0	1364	0	153
PD11381a	205	0	0	0	239	0	0	0	0	110	11	0	0	0	0	0	1463	0	55
PD11382a	368	0	912	0	306	0	0	0	0	0	127	0	0	0	0	0	1463	0	237
PD11383a	288	0	0	0	396	0	0	0	0	150	0	0	0	0	314	0	1418	0	0
PD11384a	242	0	0	0	172	0	0	0	0	0	106	0	0	0	0	0	1075	0	126
PD11385a	270	0	694	0	0	0	0	0	0	0	0	0	0	0	0	0	837	0	66
PD11386a	399	0	0	0	261	0	0	0	0	0	218	0	0	0	0	0	2040	0	452
PD11388a	715	177	1595	0	649	0	0	0	0	375	200	0	0	0	0	0	1051	0	193
PD11389a	198	0	0	0	201	0	0	0	0	98	0	0	0	0	0	0	1173	0	0
PD11390a	311	0	0	0	243	0	0	0	0	135	0	0	0	0	0	0	1365	0	0
PD11391a	124	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	850	0	0
PD11393a	746	0	0	0	1574	0	0	0	0	0	0	0	0	0	0	0	2335	0	0
PD11394a	604	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	1346	0	0
PD11395a	479	0	1119	0	552	0	0	0	0	0	0	0	154	0	0	0	1323	0	135
PD11396a	326	86	0	0	353	0	0	0	0	0	49	0	0	0	0	0	1531	0	76
PD11397a	614	0	0	0	1123	0	0	0	0	0	307	0	0	0	0	0	2464	0	270
PD11398a	320	109	928	0	193	0	0	0	0	0	0	0	0	0	0	0	781	0	0
PD11399a	575	124	0	0	563	0	0	0	0	0	108	0	0	0	0	0	1872	0	230
PD11402a	393	0	518	0	170	0	0	0	0	0	18	0	0	0	0	0	1402	0	111
PD11462a	476	146	611	0	295	0	0	0	0	0	83	0	0	0	0	0	1098	0	99
PD11464a	304	0	0	0	0	0	0	0	0	0	1585	0	0	0	0	0	1503	0	1069
PD11465a	1139	0	0	0	0	0	0	0	0	0	7214	0	0	0	0	0	9160	0	4886
PD11740a	317	121	0	0	302	0	0	0	0	136	0	0	0	0	0	0	1444	0	0
PD11741a	229	107	0	0	555	0	0	0	0	0	123	0	0	0	0	0	848	0	107
PD11742a	342	0	4303	0	0	0	0	0	0	0	841	0	0	0	0	0	870	0	534
PD11743a	351	0	1198	0	315	0	0	0	0	0	32	0	0	0	274	0	990	0	110
PD11744a	276	0	434	0	160	0	0	0	0	0	0	0	0	0	0	0	1000	0	0
PD11745a	235	153	0	0	682	0	0	0	0	0	198	0	0	0	0	0	1536	0	196
PD11748a	611	0	9038	0	0	0	0	0	0	0	466	0	0	0	0	0	1184	0	277
PD11750a	172	0	0	0	0	0	0	0	0	0	2340	0	0	0	0	0	3387	3646	413
PD11751a	681	0	11354	0	0	0	0	0	0	0	1837	0	0	0	0	0	1687	0	866
PD11753a	556	0	2011	0	484	0	0	0	0	0	43	62	237	0	468	0	2614	0	265
PD11754a	382	0	503	0	269	0	0	0	0	157	55	0	0	0	0	0	969	0	216
PD11755a	165	0	1624	0	0	0	0	0	0	0	154	0	0	0	0	0	735	0	58
PD11756a	295	0	417	0	0	0	0	0	0	0	22	0	0	0	0	0	846	0	183
PD11757a	89	0	1293	0	0	0	0	0	0	0	401	0	0	0	0	0	33	0	114
PD11760a	698	0	0	0	1379	0	0	0	0	0	0	0	0	0	0	0	2002	0	0
PD11761a	185	0	619	0	237	0	0	0	0	0	44	0	0	0	283	0	1111	0	196
PD11762a	201	68	0	0	211	0	0	0	0	0	56	0	0	0	0	0	1053	0	137
PD11765a	198	78	586	0	0	0	0	0	0	0	43	0	0	0	0	0	1012	0	73
PD11766a	163	76	500	0	0	0	0	0	0	0	109	0	0	0	0	0	721	0	114
PD11767a	97	72	0	0	119	0	0	0	0	0	0	0	0	0	0	0	577	0	0
PD11768a	540	233	1561	0	0	0	0	0	0	0	0	0	0	0	0	0	3100	0	0
PD11769a	312	60	347	0	136	0	0	0	0	0	35	0	0	0	0	0	735	0	89
PD11816a	292	0	0	0	0	0	0	0	0	0	693	0	0	615	0	0	1875	0	520
PD11818a	213	0	483	0	145	0	0	0	0	132	0	0	0	0	0	0	623	0	0
PD11819a	239	89	577	0	0	0	0	0	0	0	0	0	0	0	0	0	769	0	0
PD13162a	343	0	0	0	0	0	0	0	0	0	1970	0	0	0	0	0	2314	0	735
PD13163a	442	264	0	0	0	0	0	0	0	0	768	0	0	0	0	0	3187	0	635
PD13164a	313	110	672	0	360	0	0	0	0	0	111	0	0	0	0	0	1000	0	135
PD13165a	443	0	0	0	1651	0	0	0	0	0	702	0	0	0	0	0	2357	0	1120
PD13166a	261	114	0	0	340	0	0	0	0	0	275	0	0	0	0	0	1153	0	175
PD13167a	415	0	773	0	0	0	0	0	0	0	157	0	0	0	0	0	879	0	145
PD13168a	415	0	0	0	381	0	0	0	0	0	162	0	0	0	0	0	1225	0	335
PD13296a	888	0	13642	0	0	0	0	0	0	0	1717	0	0	0	0	0	1396	0	690
PD13297a	331	0	6435	0	0	0	0	0	0	5184	845	0	0	0	0	0	1517	0	499
